TargetID,Color_Channel,Next_Base
cg07664183,Grn,C
cg07664856,Red,T
cg07665060,Red,T
cg07666065,Red,T
cg07667595,Grn,C
cg07668036,Grn,C
cg07671208,Red,T
cg07671603,Grn,C
cg07671949,Grn,C
cg07671976,Red,T
cg07672479,Red,T
cg07673945,Grn,C
cg07674153,Grn,C
cg07675169,Grn,C
cg07675682,Red,T
cg07676849,Red,T
cg07677850,Red,T
cg07678643,Grn,C
cg07679836,Grn,C
cg07681084,Grn,C
cg07684150,Grn,C
cg07684353,Grn,C
cg07684796,Grn,C
cg07684809,Grn,C
cg07685034,Red,T
cg07685221,Red,T
cg07685786,Red,T
cg07685869,Red,T
cg07686479,Red,T
cg07688234,Red,T
cg07688613,Red,T
cg07688933,Grn,C
cg07689731,Grn,C
cg07689821,Red,T
cg07690018,Red,T
cg07693270,Red,T
cg07694025,Red,T
cg07695590,Red,T
cg07696033,Red,T
cg07697078,Grn,C
cg07697569,Grn,C
cg07699362,Grn,C
cg07699440,Red,T
cg07703337,Red,T
cg07703401,Grn,C
cg07704144,Grn,C
cg07705835,Red,T
cg07705908,Red,T
cg07706067,Grn,C
cg07706362,Red,T
cg07707227,Red,T
cg07707498,Grn,C
cg07708788,Red,T
cg07710481,Red,T
cg07711097,Red,T
cg07711515,Red,A
cg07713361,Red,A
cg07713493,Red,T
cg07714374,Grn,C
cg07714534,Red,T
cg07715201,Red,T
cg07715387,Grn,C
cg07715894,Grn,C
cg07717632,Red,T
cg07719512,Red,T
cg07719737,Red,T
cg07728874,Grn,C
cg07730301,Grn,C
cg07730329,Grn,C
cg07731916,Red,T
cg07732037,Grn,C
cg07732644,Red,T
cg07733031,Grn,C
cg07736705,Grn,C
cg07737781,Grn,C
cg07739803,Grn,C
cg07740640,Grn,C
cg07740989,Red,T
cg07744166,Grn,C
cg07745434,Red,A
cg07745725,Red,T
cg07746918,Red,A
cg07747299,Red,T
cg07747336,Red,A
cg07747970,Grn,C
cg07748017,Grn,C
cg07748540,Grn,C
cg07749074,Grn,C
cg07749808,Grn,C
cg07750111,Grn,C
cg07752420,Grn,C
cg07753583,Grn,C
cg07753644,Red,A
cg07755653,Grn,C
cg07757386,Grn,C
cg07758574,Red,T
cg07758904,Grn,C
cg07759587,Grn,C
cg07761912,Grn,C
cg07763768,Red,T
cg07764959,Grn,C
cg07766315,Grn,C
cg07766612,Grn,C
cg07770222,Grn,C
cg07772309,Red,A
cg07773116,Grn,C
cg07773642,Grn,C
cg07774025,Red,A
cg07774222,Red,T
cg07775501,Grn,C
cg07775675,Red,T
cg07777378,Red,T
cg07778029,Red,T
cg07778080,Red,T
cg07780118,Grn,C
cg07780979,Red,T
cg07782113,Red,T
cg07785936,Red,A
cg07786760,Grn,C
cg07788138,Grn,C
cg07789083,Grn,C
cg07789552,Red,A
cg07789904,Red,T
cg07790638,Grn,C
cg07791997,Red,A
cg07792737,Red,T
cg07799434,Red,T
cg07799947,Red,A
cg07800320,Grn,C
cg07803864,Red,T
cg07804122,Grn,C
cg07804582,Red,A
cg07805833,Red,T
cg07806164,Grn,C
cg07807709,Grn,C
cg07807817,Red,T
cg07808960,Grn,C
cg07810156,Grn,C
cg07810967,Grn,C
cg07811498,Grn,C
cg07811750,Grn,C
cg07815386,Grn,C
cg07816074,Grn,C
cg07816439,Grn,C
cg07816442,Grn,C
cg07817698,Grn,C
cg07817783,Grn,C
cg07818646,Grn,C
cg07819926,Grn,C
cg07820214,Red,T
cg07823492,Grn,C
cg07823755,Red,T
cg07823935,Grn,C
cg07824317,Grn,C
cg07824742,Grn,C
cg07826255,Red,T
cg07827038,Grn,C
cg07829804,Red,T
cg07829809,Grn,C
cg07830847,Grn,C
cg07832674,Grn,C
cg07833035,Red,T
cg07833382,Red,T
cg07836370,Grn,C
cg07837085,Red,T
cg07837262,Grn,C
cg07841014,Grn,C
cg07842062,Red,A
cg07842593,Red,T
cg07843027,Grn,C
cg07844021,Red,T
cg07844572,Grn,C
cg07845390,Grn,C
cg07845392,Red,T
cg07845566,Grn,C
cg07846167,Grn,C
cg07846220,Grn,C
cg07847428,Grn,C
cg07849904,Grn,C
cg07850221,Grn,C
cg07850604,Grn,C
cg07851192,Grn,C
cg07851243,Red,T
cg07851278,Grn,C
cg07854244,Red,T
cg07855056,Red,A
cg07857181,Red,T
cg07858745,Grn,C
cg07861564,Grn,C
cg07862358,Grn,C
cg07864189,Grn,C
cg07864297,Grn,C
cg07864632,Grn,C
cg07865790,Grn,C
cg07867360,Red,A
cg07868688,Grn,C
cg07871503,Grn,C
cg07872652,Grn,C
cg07873128,Red,T
cg07873488,Red,A
cg07874155,Red,T
cg07874284,Grn,C
cg07874520,Red,A
cg07876586,Grn,C
cg07879727,Red,T
cg07879977,Red,T
cg07880061,Grn,C
cg07880715,Red,A
cg07880854,Red,T
cg07881407,Grn,C
cg07882535,Grn,C
cg07882831,Grn,C
cg07883333,Grn,C
cg07884019,Red,T
cg07884474,Grn,C
cg07886712,Red,A
cg07888040,Grn,C
cg07888234,Red,T
cg07889201,Grn,C
cg07890954,Grn,C
cg07892051,Red,T
cg07894162,Grn,C
cg07894717,Red,T
cg07895149,Red,A
cg07896225,Grn,C
cg07897193,Red,T
cg07897414,Red,T
cg07897701,Red,T
cg07897837,Grn,C
cg07899016,Grn,C
cg07899425,Red,T
cg07900766,Grn,C
cg07903860,Grn,C
cg07903918,Red,T
cg07905963,Grn,C
cg07906495,Grn,C
cg07906724,Red,T
cg07908874,Grn,C
cg07909265,Grn,C
cg07909422,Grn,C
cg07909527,Grn,C
cg07911663,Grn,C
cg07911673,Grn,C
cg07912181,Grn,C
cg07914866,Grn,C
cg07914959,Grn,C
cg07915282,Red,T
cg07915343,Grn,C
cg07915542,Grn,C
cg07917796,Grn,C
cg07918509,Grn,C
cg07919162,Grn,C
cg07922606,Red,T
cg07924575,Grn,C
cg07924819,Red,A
cg07925687,Grn,C
cg07926025,Red,T
cg07927484,Red,T
cg07928641,Grn,C
cg07928695,Red,T
cg07929310,Grn,C
cg07930578,Red,T
cg07933176,Red,T
cg07933197,Red,T
cg07933199,Grn,C
cg07934026,Grn,C
cg07935151,Grn,C
cg07935264,Grn,C
cg07935568,Grn,C
cg07936037,Red,T
cg07937272,Grn,C
cg07940485,Grn,C
cg07940804,Grn,C
cg07942995,Grn,C
cg07944287,Grn,C
cg07944811,Red,T
cg07945480,Grn,C
cg07947016,Red,T
cg07947930,Red,T
cg07948245,Grn,C
cg07948472,Grn,C
cg07950803,Red,A
cg07952391,Grn,C
cg07952773,Grn,C
cg07955356,Red,T
cg07955828,Red,T
cg07955887,Grn,C
cg07957491,Red,T
cg07958192,Red,T
cg07959477,Red,T
cg07959896,Red,T
cg07960846,Grn,C
cg07962043,Red,T
cg07962051,Red,T
cg07962315,Red,A
cg07964133,Red,T
cg07964538,Red,T
cg07964539,Red,T
cg07965714,Red,T
cg07965823,Red,A
cg07965839,Grn,C
cg07967308,Grn,C
cg07967643,Grn,C
cg07970007,Grn,C
cg07971188,Grn,C
cg07973246,Red,T
cg07973390,Grn,C
cg07973395,Grn,C
cg07973461,Grn,C
cg07973967,Red,T
cg07974125,Red,A
cg07974303,Grn,C
cg07974891,Red,T
cg07975063,Grn,C
cg07975813,Grn,C
cg07977490,Grn,C
cg07979357,Red,A
cg07979577,Grn,C
cg07979752,Red,T
cg07980015,Red,T
cg07980518,Grn,C
cg07980804,Red,A
cg07980988,Red,T
cg07981495,Grn,C
cg07981588,Red,A
cg07981910,Grn,C
cg07985359,Grn,C
cg07986525,Grn,C
cg07986773,Red,T
cg07989514,Grn,C
cg07990489,Grn,C
cg07990939,Grn,C
cg07991621,Grn,C
cg07992625,Grn,C
cg07997737,Grn,C
cg08001895,Red,T
cg08002996,Red,A
cg08003150,Grn,C
cg08003742,Grn,C
cg08005849,Grn,C
cg08007665,Grn,C
cg08008233,Grn,C
cg08008403,Red,T
cg08008562,Grn,C
cg08009328,Red,T
cg08009622,Grn,C
cg08009711,Grn,C
cg08009831,Grn,C
cg08011170,Grn,C
cg08011328,Grn,C
cg08012287,Grn,C
cg08012454,Grn,C
cg08013810,Red,T
cg08015253,Grn,C
cg08015496,Red,T
cg08016363,Grn,C
cg08016383,Grn,C
cg08017606,Grn,C
cg08020051,Red,T
cg08020381,Red,T
cg08020808,Red,T
cg08021299,Red,A
cg08022502,Red,T
cg08023692,Grn,C
cg08023751,Red,T
cg08024766,Red,A
cg08025786,Red,T
cg08026144,Grn,C
cg08027001,Grn,C
cg08027745,Grn,C
cg08028004,Grn,C
cg08029608,Red,T
cg08030082,Grn,C
cg08032971,Grn,C
cg08034216,Grn,C
cg08034397,Grn,C
cg08035082,Red,T
cg08035942,Grn,C
cg08039281,Red,T
cg08040428,Grn,C
cg08040471,Red,T
cg08041019,Grn,C
cg08044694,Red,T
cg08045570,Grn,C
cg08045757,Grn,C
cg08046471,Grn,C
cg08047457,Red,A
cg08047907,Grn,C
cg08048656,Grn,C
cg08049198,Grn,C
cg08052882,Grn,C
cg08054038,Grn,C
cg08056146,Grn,C
cg08056903,Red,T
cg08057475,Grn,C
cg08062469,Grn,C
cg08063013,Red,T
cg08063724,Red,T
cg08064891,Grn,C
cg08067268,Red,A
cg08067365,Grn,C
cg08069899,Red,A
cg08072716,Grn,C
cg08074477,Red,T
cg08076508,Grn,C
cg08077345,Red,T
cg08077673,Grn,C
cg08079693,Grn,C
cg08080029,Red,A
cg08081036,Grn,C
cg08081407,Red,T
cg08081725,Red,T
cg08082692,Grn,C
cg08083689,Grn,C
cg08084415,Grn,C
cg08085165,Red,T
cg08085267,Red,T
cg08088390,Red,T
cg08088989,Grn,C
cg08089301,Red,A
cg08090396,Red,T
cg08090640,Red,T
cg08090772,Grn,C
cg08093211,Grn,C
cg08093278,Grn,C
cg08093398,Red,T
cg08095532,Grn,C
cg08096010,Red,T
cg08096038,Red,T
cg08096946,Grn,C
cg08097657,Grn,C
cg08097755,Grn,C
cg08097882,Red,T
cg08097973,Red,A
cg08099701,Red,T
cg08100497,Grn,C
cg08101172,Red,A
cg08101264,Red,T
cg08102619,Grn,C
cg08103676,Grn,C
cg08104838,Red,A
cg08107272,Grn,C
cg08107767,Grn,C
cg08108311,Red,A
cg08108641,Red,T
cg08108953,Red,T
cg08109646,Red,T
cg08109815,Grn,C
cg08110559,Red,A
cg08113203,Red,T
cg08113913,Red,T
cg08115510,Red,T
cg08116137,Red,T
cg08118311,Red,T
cg08120190,Grn,C
cg08121954,Grn,C
cg08122545,Grn,C
cg08123074,Red,T
cg08124030,Grn,C
cg08124399,Grn,C
cg08124722,Grn,C
cg08126211,Red,T
cg08128768,Grn,C
cg08130265,Red,T
cg08132711,Red,T
cg08132767,Grn,C
cg08132931,Grn,C
cg08136806,Red,A
cg08136893,Grn,C
cg08137040,Grn,C
cg08137716,Red,T
cg08139833,Red,T
cg08141463,Red,T
cg08141806,Red,T
cg08141873,Grn,C
cg08141989,Red,A
cg08142684,Grn,C
cg08145177,Red,A
cg08145590,Red,T
cg08145625,Red,T
cg08146221,Grn,C
cg08147886,Grn,C
cg08149333,Grn,C
cg08151281,Grn,C
cg08151470,Red,T
cg08156349,Grn,C
cg08157292,Red,T
cg08157579,Grn,C
cg08157638,Grn,C
cg08158289,Red,T
cg08158331,Grn,C
cg08158570,Red,T
cg08158860,Grn,C
cg08159444,Red,T
cg08162572,Grn,C
cg08162780,Red,T
cg08163803,Red,T
cg08164315,Grn,C
cg08164900,Red,T
cg08166982,Red,T
cg08169325,Grn,C
cg08170622,Red,T
cg08172935,Grn,C
cg08173535,Red,T
cg08174003,Grn,C
cg08176609,Grn,C
cg08176694,Red,T
cg08177017,Red,A
cg08177445,Red,T
cg08179530,Grn,C
cg08179907,Grn,C
cg08183114,Grn,C
cg08185241,Grn,C
cg08185661,Red,T
cg08186124,Grn,C
cg08186362,Grn,C
cg08190044,Red,A
cg08190291,Grn,C
cg08191854,Grn,C
cg08191915,Grn,C
cg08195505,Grn,C
cg08197122,Red,T
cg08197201,Grn,C
cg08198102,Grn,C
cg08198370,Red,T
cg08198480,Red,T
cg08201421,Red,T
cg08203715,Grn,C
cg08205655,Red,A
cg08205865,Red,T
cg08207256,Red,A
cg08209133,Grn,C
cg08209724,Grn,C
cg08210616,Grn,C
cg08211091,Grn,C
cg08211967,Red,T
cg08212685,Red,T
cg08214029,Red,T
cg08214328,Red,T
cg08214957,Red,T
cg08216720,Red,A
cg08216792,Red,T
cg08216808,Red,T
cg08220793,Grn,C
cg08221207,Red,T
cg08222185,Red,T
cg08222514,Grn,C
cg08222662,Grn,C
cg08223235,Red,A
cg08223748,Red,T
cg08228917,Grn,C
cg08229627,Grn,C
cg08229694,Grn,C
cg08233088,Grn,C
cg08233173,Red,A
cg08235271,Grn,C
cg08241785,Red,T
cg08242020,Grn,C
cg08242323,Red,T
cg08242493,Grn,C
cg08244028,Grn,C
cg08244522,Grn,C
cg08245487,Red,T
cg08245789,Red,T
cg08247612,Red,A
cg08248532,Grn,C
cg08250444,Grn,C
cg08251036,Grn,C
cg08251399,Grn,C
cg08253405,Red,T
cg08254089,Grn,C
cg08254263,Grn,C
cg08256027,Grn,C
cg08256260,Grn,C
cg08256691,Red,T
cg08256781,Red,T
cg08258650,Red,T
cg08259617,Grn,C
cg08260891,Red,T
cg08260959,Grn,C
cg08261094,Red,A
cg08261177,Grn,C
cg08261666,Grn,C
cg08261841,Grn,C
cg08262933,Red,T
cg08263357,Red,A
cg08263647,Grn,C
cg08265265,Red,T
cg08268099,Red,T
cg08268266,Red,T
cg08269321,Grn,C
cg08270477,Red,T
cg08271519,Grn,C
cg08274234,Grn,C
cg08274552,Grn,C
cg08278554,Red,T
cg08283293,Grn,C
cg08284151,Red,T
cg08284180,Grn,C
cg08284598,Red,A
cg08285151,Grn,C
cg08286169,Grn,C
cg08287471,Grn,C
cg08289932,Grn,C
cg08290212,Grn,C
cg08290628,Grn,C
cg08291000,Grn,C
cg08291098,Grn,C
cg08291539,Grn,C
cg08292050,Red,T
cg08292112,Grn,C
cg08293367,Red,A
cg08293760,Red,A
cg08296824,Grn,C
cg08299045,Red,T
cg08300622,Grn,C
cg08300860,Grn,C
cg08301503,Grn,C
cg08302713,Grn,C
cg08303146,Grn,C
cg08304608,Red,T
cg08305742,Red,A
cg08307039,Grn,C
cg08307092,Red,T
cg08307580,Red,T
cg08307816,Grn,C
cg08307963,Red,T
cg08308257,Red,T
cg08308286,Red,T
cg08308510,Red,A
cg08312191,Grn,C
cg08313788,Red,T
cg08314660,Red,A
cg08315187,Red,T
cg08315277,Red,A
cg08315770,Grn,C
cg08317263,Grn,C
cg08319238,Grn,C
cg08319404,Grn,C
cg08319991,Grn,C
cg08321272,Grn,C
cg08321330,Red,T
cg08321346,Red,T
cg08324796,Red,T
cg08328671,Red,A
cg08331313,Grn,C
cg08331840,Red,T
cg08331960,Red,A
cg08332212,Red,T
cg08332868,Red,T
cg08335125,Grn,C
cg08338368,Red,A
cg08339208,Red,T
cg08341667,Red,T
cg08341874,Grn,C
cg08341924,Red,T
cg08341978,Grn,C
cg08342270,Red,A
cg08343834,Grn,C
cg08343943,Grn,C
cg08346269,Grn,C
cg08347423,Grn,C
cg08347960,Grn,C
cg08348496,Grn,C
cg08348900,Red,A
cg08348962,Grn,C
cg08349573,Grn,C
cg08349806,Grn,C
cg08350173,Grn,C
cg08351105,Grn,C
cg08351143,Red,T
cg08351331,Grn,C
cg08353062,Grn,C
cg08353146,Grn,C
cg08355340,Grn,C
cg08355944,Grn,C
cg08356693,Red,T
cg08358671,Red,T
cg08359956,Grn,C
cg08360728,Grn,C
cg08361238,Grn,C
cg08364102,Red,T
cg08365982,Red,A
cg08366126,Grn,C
cg08367026,Grn,C
cg08367223,Red,A
cg08367703,Red,T
cg08367838,Red,T
cg08368934,Grn,C
cg08369065,Grn,C
cg08370996,Grn,C
cg08372326,Grn,C
cg08373610,Red,T
cg08374799,Red,A
cg08375941,Grn,C
cg08376864,Grn,C
cg08377000,Grn,C
cg08379517,Red,T
cg08380205,Grn,C
cg08380539,Grn,C
cg08383063,Grn,C
cg08383315,Grn,C
cg08385610,Grn,C
cg08388746,Grn,C
cg08390021,Grn,C
cg08390209,Grn,C
cg08390254,Red,T
cg08392591,Red,A
cg08393006,Red,T
cg08393541,Red,A
cg08394377,Grn,C
cg08395365,Red,T
cg08395706,Red,T
cg08395899,Grn,C
cg08397758,Grn,C
cg08398233,Grn,C
cg08399444,Grn,C
cg08400019,Red,T
cg08400120,Red,T
cg08402568,Grn,C
cg08403419,Grn,C
cg08404225,Red,T
cg08404227,Grn,C
cg08408988,Grn,C
cg08409225,Grn,C
cg08411049,Red,T
cg08411435,Grn,C
cg08412305,Red,T
cg08413153,Red,A
cg08413366,Red,T
cg08413469,Grn,C
cg08416046,Grn,C
cg08417687,Grn,C
cg08418111,Grn,C
cg08418332,Red,T
cg08418747,Grn,C
cg08418978,Red,T
cg08419026,Grn,C
cg08420085,Red,T
cg08420900,Red,T
cg08422599,Grn,C
cg08424423,Red,T
cg08424427,Red,T
cg08426384,Red,A
cg08427977,Grn,C
cg08428707,Grn,C
cg08430598,Red,T
cg08431931,Red,A
cg08432727,Grn,C
cg08433095,Grn,C
cg08433538,Grn,C
cg08434152,Grn,C
cg08434234,Grn,C
cg08434396,Grn,C
cg08434547,Grn,C
cg08439468,Grn,C
cg08440125,Grn,C
cg08440425,Red,T
cg08441170,Red,A
cg08441546,Grn,C
cg08441806,Grn,C
cg08443351,Red,T
cg08445039,Red,T
cg08446111,Red,A
cg08448040,Grn,C
cg08448751,Grn,C
cg08450168,Red,T
cg08450982,Red,T
cg08451957,Grn,C
cg08452348,Grn,C
cg08453021,Grn,C
cg08453096,Red,T
cg08453968,Grn,C
cg08455548,Red,T
cg08458170,Grn,C
cg08458487,Red,A
cg08459368,Red,T
cg08460026,Red,T
cg08460435,Red,T
cg08461397,Red,T
cg08462247,Grn,C
cg08462292,Red,T
cg08463061,Grn,C
cg08463485,Grn,C
cg08465510,Red,A
cg08465774,Red,T
cg08465862,Grn,C
cg08466074,Red,T
cg08466883,Red,T
cg08468689,Grn,C
cg08469834,Red,T
cg08471713,Grn,C
cg08472583,Red,A
cg08473533,Grn,C
cg08474603,Grn,C
cg08475088,Grn,C
cg08475827,Grn,C
cg08477744,Red,T
cg08478189,Grn,C
cg08480367,Red,T
cg08487038,Grn,C
cg08487374,Grn,C
cg08489623,Red,T
cg08490173,Red,T
cg08491025,Red,T
cg08491125,Grn,C
cg08491964,Red,A
cg08492707,Grn,C
cg08493463,Grn,C
cg08494812,Red,T
cg08495878,Red,T
cg08496601,Grn,C
cg08496998,Red,T
cg08497766,Red,A
cg08500346,Grn,C
cg08504049,Red,A
cg08504583,Red,T
cg08504905,Red,T
cg08505473,Grn,C
cg08507270,Grn,C
cg08508325,Grn,C
cg08509737,Red,T
cg08510456,Red,T
cg08512940,Grn,C
cg08513100,Red,T
cg08514736,Grn,C
cg08516400,Red,T
cg08519865,Grn,C
cg08519905,Grn,C
cg08521225,Grn,C
cg08524221,Red,A
cg08524525,Grn,C
cg08525145,Grn,C
cg08525207,Grn,C
cg08525481,Grn,C
cg08526867,Grn,C
cg08527127,Red,T
cg08528984,Red,T
cg08529259,Grn,C
cg08529529,Red,T
cg08529852,Grn,C
cg08530414,Grn,C
cg08531821,Red,T
cg08532057,Grn,C
cg08535091,Grn,C
cg08535373,Grn,C
cg08536841,Red,T
cg08537652,Red,T
cg08538752,Grn,C
cg08539093,Grn,C
cg08539991,Red,T
cg08541219,Grn,C
cg08548086,Grn,C
cg08548888,Grn,C
cg08550026,Grn,C
cg08550724,Grn,C
cg08551088,Grn,C
cg08551633,Red,A
cg08551857,Grn,C
cg08552121,Red,T
cg08552254,Red,T
cg08552999,Grn,C
cg08553339,Grn,C
cg08554114,Grn,C
cg08554462,Red,A
cg08555612,Red,T
cg08555657,Red,A
cg08555772,Grn,C
cg08555924,Grn,C
cg08557686,Grn,C
cg08558340,Grn,C
cg08558873,Red,T
cg08559914,Grn,C
cg08560942,Grn,C
cg08563994,Grn,C
cg08567916,Grn,C
cg08568512,Red,T
cg08568987,Red,T
cg08569678,Grn,C
cg08570275,Red,T
cg08570521,Grn,C
cg08571203,Red,T
cg08572611,Grn,C
cg08573687,Red,T
cg08573893,Grn,C
cg08574156,Grn,C
cg08575537,Grn,C
cg08575950,Grn,C
cg08576197,Grn,C
cg08578023,Red,T
cg08578305,Grn,C
cg08578641,Grn,C
cg08578734,Grn,C
cg08579995,Grn,C
cg08583049,Grn,C
cg08584430,Grn,C
cg08585897,Red,A
cg08586737,Red,T
cg08587542,Red,T
cg08587820,Red,T
cg08587864,Red,T
cg08590939,Grn,C
cg08591489,Grn,C
cg08592230,Grn,C
cg08592761,Grn,C
cg08594695,Grn,C
cg08595011,Grn,C
cg08596000,Grn,C
cg08596544,Red,T
cg08596642,Grn,C
cg08598221,Red,T
cg08602689,Red,T
cg08603768,Grn,C
cg08604885,Red,T
cg08605641,Grn,C
cg08606356,Red,A
cg08607082,Red,T
cg08607500,Red,T
cg08608800,Grn,C
cg08610361,Grn,C
cg08611205,Grn,C
cg08611714,Grn,C
cg08612037,Grn,C
cg08612601,Grn,C
cg08612871,Red,T
cg08613513,Grn,C
cg08614201,Red,T
cg08614481,Grn,C
cg08614528,Grn,C
cg08615333,Grn,C
cg08617916,Red,A
cg08618113,Red,T
cg08620270,Grn,C
cg08620470,Red,T
cg08623383,Red,A
cg08623787,Red,T
cg08623947,Red,A
cg08624068,Grn,C
cg08624249,Red,T
cg08625022,Grn,C
cg08625335,Grn,C
cg08626653,Red,T
cg08626943,Grn,C
cg08629913,Red,T
cg08631151,Grn,C
cg08631437,Grn,C
cg08632701,Red,T
cg08633154,Red,T
cg08634024,Red,T
cg08634464,Grn,C
cg08634539,Grn,C
cg08635242,Red,A
cg08635249,Grn,C
cg08636224,Red,T
cg08637669,Grn,C
cg08638395,Red,T
cg08640498,Red,T
cg08642068,Red,T
cg08643928,Red,A
cg08646988,Red,A
cg08647446,Grn,C
cg08647727,Grn,C
cg08649013,Grn,C
cg08651674,Red,A
cg08652404,Red,T
cg08653874,Red,T
cg08654334,Red,T
cg08654655,Red,T
cg08655844,Grn,C
cg08656294,Grn,C
cg08657449,Red,A
cg08658594,Red,T
cg08659539,Red,T
cg08659707,Red,T
cg08660285,Grn,C
cg08661003,Red,T
cg08661227,Red,T
cg08661290,Red,A
cg08662074,Grn,C
cg08663969,Red,A
cg08665772,Red,A
cg08666623,Red,T
cg08667721,Red,T
cg08668790,Grn,C
cg08670517,Grn,C
cg08670691,Red,T
cg08673615,Red,T
cg08674093,Grn,C
cg08675585,Grn,C
cg08675664,Grn,C
cg08678755,Red,A
cg08679985,Red,T
cg08680085,Grn,C
cg08680102,Red,T
cg08680731,Red,T
cg08682341,Red,A
cg08684473,Red,A
cg08687163,Grn,C
cg08687825,Grn,C
cg08687901,Grn,C
cg08687958,Grn,C
cg08690031,Red,T
cg08690721,Grn,C
cg08693206,Grn,C
cg08693325,Red,T
cg08694544,Grn,C
cg08695223,Red,A
cg08695830,Red,T
cg08696192,Grn,C
cg08696890,Grn,C
cg08697242,Red,T
cg08697285,Grn,C
cg08697665,Grn,C
cg08699435,Red,T
cg08700306,Grn,C
cg08700651,Grn,C
cg08701609,Grn,C
cg08703595,Red,T
cg08703971,Grn,C
cg08704509,Red,T
cg08704606,Red,A
cg08704884,Red,T
cg08705994,Red,T
cg08706258,Red,T
cg08707063,Grn,C
cg08707078,Grn,C
cg08707819,Red,A
cg08708323,Red,T
cg08709276,Grn,C
cg08709385,Red,T
cg08711674,Red,A
cg08711724,Red,T
cg08713365,Red,A
cg08715135,Red,T
cg08715837,Grn,C
cg08717396,Grn,C
cg08718071,Grn,C
cg08719081,Grn,C
cg08719486,Red,T
cg08721347,Red,T
cg08722104,Red,T
cg08722122,Red,T
cg08722720,Red,A
cg08723608,Grn,C
cg08724474,Grn,C
cg08724517,Grn,C
cg08724563,Grn,C
cg08724636,Grn,C
cg08725962,Grn,C
cg08727202,Grn,C
cg08728865,Red,A
cg08729012,Grn,C
cg08731300,Grn,C
cg08733315,Grn,C
cg08733774,Red,T
cg08735298,Red,T
cg08736146,Red,T
cg08737421,Grn,C
cg08738040,Grn,C
cg08738269,Grn,C
cg08739282,Red,T
cg08742106,Grn,C
cg08743392,Grn,C
cg08744726,Grn,C
cg08744769,Red,A
cg08747377,Grn,C
cg08747889,Red,T
cg08748415,Grn,C
cg08749122,Grn,C
cg08749917,Red,T
cg08750326,Red,T
cg08752459,Grn,C
cg08753553,Grn,C
cg08755040,Grn,C
cg08757531,Red,T
cg08758850,Red,A
cg08759036,Grn,C
cg08759274,Red,A
cg08761447,Red,T
cg08762247,Red,A
cg08763351,Grn,C
cg08763433,Grn,C
cg08764758,Grn,C
cg08766149,Red,T
cg08766742,Grn,C
cg08768421,Grn,C
cg08769044,Grn,C
cg08770869,Grn,C
cg08771429,Red,T
cg08771731,Red,T
cg08772206,Red,T
cg08773844,Grn,C
cg08775230,Red,T
cg08775774,Grn,C
cg08775793,Grn,C
cg08778586,Red,T
cg08779777,Grn,C
cg08780378,Grn,C
cg08781448,Grn,C
cg08782122,Grn,C
cg08783491,Red,T
cg08784110,Red,T
cg08785133,Grn,C
cg08785155,Grn,C
cg08785215,Grn,C
cg08785534,Grn,C
cg08785922,Grn,C
cg08786003,Red,T
cg08788717,Grn,C
cg08789630,Red,T
cg08789908,Grn,C
cg08790491,Grn,C
cg08790550,Red,T
cg08792314,Grn,C
cg08793459,Red,T
cg08794192,Grn,C
cg08794763,Grn,C
cg08797106,Grn,C
cg08797194,Red,T
cg08797471,Red,A
cg08798116,Red,T
cg08798523,Grn,C
cg08799191,Red,T
cg08800033,Red,T
cg08801329,Red,T
cg08801754,Grn,C
cg08802167,Grn,C
cg08803129,Grn,C
cg08803144,Red,T
cg08804892,Grn,C
cg08805338,Grn,C
cg08806153,Red,T
cg08807541,Red,T
cg08810065,Grn,C
cg08810582,Red,T
cg08810779,Grn,C
cg08811349,Grn,C
cg08812504,Grn,C
cg08812936,Grn,C
cg08813236,Red,T
cg08815403,Red,T
cg08815652,Grn,C
cg08816023,Red,A
cg08816248,Grn,C
cg08817120,Grn,C
cg08817171,Red,T
cg08818385,Red,T
cg08818784,Red,A
cg08818984,Grn,C
cg08819884,Red,T
cg08820801,Red,T
cg08820821,Red,T
cg08821669,Grn,C
cg08822227,Red,A
cg08823182,Red,T
cg08825571,Grn,C
cg08826839,Red,T
cg08826863,Grn,C
cg08827391,Grn,C
cg08828036,Grn,C
cg08831348,Red,A
cg08831522,Red,T
cg08831594,Red,T
cg08831701,Red,T
cg08831744,Grn,C
cg08832227,Red,T
cg08833432,Red,A
cg08834018,Red,T
cg08835688,Red,A
cg08836024,Grn,C
cg08837884,Red,T
cg08839620,Grn,C
cg08840010,Grn,C
cg08843314,Red,T
cg08843492,Grn,C
cg08846002,Red,A
cg08847038,Red,T
cg08847533,Grn,C
cg08847636,Grn,C
cg08849126,Red,T
cg08849574,Grn,C
cg08851943,Grn,C
cg08853659,Grn,C
cg08858521,Grn,C
cg08859675,Grn,C
cg08859916,Grn,C
cg08860143,Red,T
cg08860710,Grn,C
cg08861115,Grn,C
cg08865050,Red,T
cg08866753,Grn,C
cg08871016,Red,T
cg08871189,Grn,C
cg08871917,Grn,C
cg08872483,Grn,C
cg08872493,Red,A
cg08872550,Grn,C
cg08872742,Red,A
cg08875535,Grn,C
cg08876470,Red,T
cg08876591,Grn,C
cg08876665,Grn,C
cg08876932,Grn,C
cg08878304,Grn,C
cg08878323,Red,A
cg08878352,Red,T
cg08878744,Red,T
cg08880153,Grn,C
cg08881067,Red,T
cg08881519,Grn,C
